row ID,row m/z,row retention time,row identity (main ID),row identity (all IDs),row identity (main ID + details),row comment,row number of detected peaks,global_positive_Batch1_C32.mzXML Peak status,global_positive_Batch1_C32.mzXML Peak name,global_positive_Batch1_C32.mzXML Peak m/z,global_positive_Batch1_C32.mzXML Peak RT,global_positive_Batch1_C32.mzXML Peak RT start,global_positive_Batch1_C32.mzXML Peak RT end,global_positive_Batch1_C32.mzXML Peak duration time,global_positive_Batch1_C32.mzXML Peak height,global_positive_Batch1_C32.mzXML Peak area,global_positive_Batch1_C32.mzXML Peak charge,global_positive_Batch1_C32.mzXML Peak # data points,global_positive_Batch1_C32.mzXML Peak FWHM,global_positive_Batch1_C32.mzXML Peak tailing factor,global_positive_Batch1_C32.mzXML Peak asymmetry factor,global_positive_Batch1_C32.mzXML Peak m/z min,global_positive_Batch1_C32.mzXML Peak m/z max,global_positive_Batch1_C31.mzXML Peak status,global_positive_Batch1_C31.mzXML Peak name,global_positive_Batch1_C31.mzXML Peak m/z,global_positive_Batch1_C31.mzXML Peak RT,global_positive_Batch1_C31.mzXML Peak RT start,global_positive_Batch1_C31.mzXML Peak RT end,global_positive_Batch1_C31.mzXML Peak duration time,global_positive_Batch1_C31.mzXML Peak height,global_positive_Batch1_C31.mzXML Peak area,global_positive_Batch1_C31.mzXML Peak charge,global_positive_Batch1_C31.mzXML Peak # data points,global_positive_Batch1_C31.mzXML Peak FWHM,global_positive_Batch1_C31.mzXML Peak tailing factor,global_positive_Batch1_C31.mzXML Peak asymmetry factor,global_positive_Batch1_C31.mzXML Peak m/z min,global_positive_Batch1_C31.mzXML Peak m/z max,global_positive_Batch1_A2.mzXML Peak status,global_positive_Batch1_A2.mzXML Peak name,global_positive_Batch1_A2.mzXML Peak m/z,global_positive_Batch1_A2.mzXML Peak RT,global_positive_Batch1_A2.mzXML Peak RT start,global_positive_Batch1_A2.mzXML Peak RT end,global_positive_Batch1_A2.mzXML Peak duration time,global_positive_Batch1_A2.mzXML Peak height,global_positive_Batch1_A2.mzXML Peak area,global_positive_Batch1_A2.mzXML Peak charge,global_positive_Batch1_A2.mzXML Peak # data points,global_positive_Batch1_A2.mzXML Peak FWHM,global_positive_Batch1_A2.mzXML Peak tailing factor,global_positive_Batch1_A2.mzXML Peak asymmetry factor,global_positive_Batch1_A2.mzXML Peak m/z min,global_positive_Batch1_A2.mzXML Peak m/z max,global_positive_Batch1_A1.mzXML Peak status,global_positive_Batch1_A1.mzXML Peak name,global_positive_Batch1_A1.mzXML Peak m/z,global_positive_Batch1_A1.mzXML Peak RT,global_positive_Batch1_A1.mzXML Peak RT start,global_positive_Batch1_A1.mzXML Peak RT end,global_positive_Batch1_A1.mzXML Peak duration time,global_positive_Batch1_A1.mzXML Peak height,global_positive_Batch1_A1.mzXML Peak area,global_positive_Batch1_A1.mzXML Peak charge,global_positive_Batch1_A1.mzXML Peak # data points,global_positive_Batch1_A1.mzXML Peak FWHM,global_positive_Batch1_A1.mzXML Peak tailing factor,global_positive_Batch1_A1.mzXML Peak asymmetry factor,global_positive_Batch1_A1.mzXML Peak m/z min,global_positive_Batch1_A1.mzXML Peak m/z max,global_positive_Batch2_QC10.mzXML Peak status,global_positive_Batch2_QC10.mzXML Peak name,global_positive_Batch2_QC10.mzXML Peak m/z,global_positive_Batch2_QC10.mzXML Peak RT,global_positive_Batch2_QC10.mzXML Peak RT start,global_positive_Batch2_QC10.mzXML Peak RT end,global_positive_Batch2_QC10.mzXML Peak duration time,global_positive_Batch2_QC10.mzXML Peak height,global_positive_Batch2_QC10.mzXML Peak area,global_positive_Batch2_QC10.mzXML Peak charge,global_positive_Batch2_QC10.mzXML Peak # data points,global_positive_Batch2_QC10.mzXML Peak FWHM,global_positive_Batch2_QC10.mzXML Peak tailing factor,global_positive_Batch2_QC10.mzXML Peak asymmetry factor,global_positive_Batch2_QC10.mzXML Peak m/z min,global_positive_Batch2_QC10.mzXML Peak m/z max,global_positive_Batch2_QC11.mzXML Peak status,global_positive_Batch2_QC11.mzXML Peak name,global_positive_Batch2_QC11.mzXML Peak m/z,global_positive_Batch2_QC11.mzXML Peak RT,global_positive_Batch2_QC11.mzXML Peak RT start,global_positive_Batch2_QC11.mzXML Peak RT end,global_positive_Batch2_QC11.mzXML Peak duration time,global_positive_Batch2_QC11.mzXML Peak height,global_positive_Batch2_QC11.mzXML Peak area,global_positive_Batch2_QC11.mzXML Peak charge,global_positive_Batch2_QC11.mzXML Peak # data points,global_positive_Batch2_QC11.mzXML Peak FWHM,global_positive_Batch2_QC11.mzXML Peak tailing factor,global_positive_Batch2_QC11.mzXML Peak asymmetry factor,global_positive_Batch2_QC11.mzXML Peak m/z min,global_positive_Batch2_QC11.mzXML Peak m/z max
388,358.2939897,11.1664875,nan,,,,1,ESTIMATED,358.2942 m/z @11.18 [global_positive_Batch1_C32.mzXML],358.2942403,11.18428333,11.12725,11.37355,0.2463,53998.13672,342358.0309,0,18,0.1043215,1.894339873,2.658635628,358.2933655,358.2962036,DETECTED,358.2941 m/z @11.18 [global_positive_Batch1_C31.mzXML],358.2940979,11.17561667,11.13461667,11.42191667,0.2873,195876.7701,1272902.707,0,21,0.11383238,2.417460592,3.516749711,358.2938843,358.295166,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,358.2939 m/z @11.15 [global_positive_Batch2_QC10.mzXML],358.2938843,11.14653333,11.13256667,11.3925,0.259933333,32336.53711,327776.5292,0,19,0.183648542,10.92929355,15.32555058,358.2932739,358.2947693,ESTIMATED,358.2937 m/z @11.16 [global_positive_Batch2_QC11.mzXML],358.2937363,11.15951667,11.1316,11.40653333,0.274933333,38282.64844,330380.0256,0,20,0.193690929,4.71604521,7.275687993,358.2928467,358.294342
389,317.0833002,2.299130556,nan,,,,3,ESTIMATED,317.0837 m/z @2.30 [global_positive_Batch1_C32.mzXML],317.0837002,2.3032,2.248966667,3.415433333,1.166466667,207313.1406,3982902.359,0,80,0.274484632,7.53779526,10.93008216,317.0831299,317.0849915,DETECTED,317.0833 m/z @2.37 [global_positive_Batch1_C31.mzXML],317.083313,2.3725,2.053983333,2.73645,0.682466667,193578.0536,4577114.799,0,50,0.395160453,1.071320182,1.142640364,317.0830383,317.0838928,ESTIMATED,317.0834 m/z @2.28 [global_positive_Batch1_A2.mzXML],317.0833947,2.27715,2.250483333,2.712466667,0.461983333,258951.9688,2665150.69,0,34,0.163969064,8.915390778,14.66760167,317.0829773,317.0839844,ESTIMATED,317.0833 m/z @2.25 [global_positive_Batch1_A1.mzXML],317.0833321,2.254716667,2.254716667,2.57475,0.320033333,206954.3125,1862223.716,0,24,0.123801209,,,317.0830078,317.0840149,DETECTED,317.0830 m/z @2.29 [global_positive_Batch2_QC10.mzXML],317.0830383,2.291516667,2.026683333,2.673616667,0.646933333,122864.5161,2600470.724,0,47,0.357368219,1.221397105,1.44279421,317.0827026,317.0837708,DETECTED,317.0830 m/z @2.30 [global_positive_Batch2_QC11.mzXML],317.0830231,2.2957,2.02905,2.692233333,0.663183333,141421.7587,2701187.786,0,48,0.309671189,1.243546472,0.544347633,317.0826721,317.0834045
390,130.049422,1.941913889,nan,,,,3,ESTIMATED,130.0495 m/z @1.89 [global_positive_Batch1_C32.mzXML],130.049471,1.890316667,1.86265,2.055366667,0.192716667,222420.3594,1395548.26,0,15,0.104614822,3.482831325,5.965662651,130.049408,130.0495453,DETECTED,130.0495 m/z @1.92 [global_positive_Batch1_C31.mzXML],130.049469,1.91605,1.8747,2.067983333,0.193283333,192766.3714,1121608.797,0,15,0.072037032,2.337162435,3.674324869,130.0493927,130.0495453,DETECTED,130.0495 m/z @1.91 [global_positive_Batch1_A2.mzXML],130.0494537,1.913016667,1.871283333,2.008,0.136716667,207003.8821,1038838.009,0,11,0.084734646,1.637979233,2.275958466,130.0493774,130.0495911,DETECTED,130.0494 m/z @1.90 [global_positive_Batch1_A1.mzXML],130.0494156,1.902583333,1.874533333,1.9996,0.125066667,182679.7704,823916.2306,0,10,0.080854188,2.229352347,3.458704694,130.0491791,130.0496521,ESTIMATED,130.0494 m/z @2.15 [global_positive_Batch2_QC10.mzXML],130.0494061,2.153083333,1.873,3.488366667,1.615366667,109618.0156,5613111.809,0,113,1.221851124,2.883725082,4.767450164,130.0491638,130.0495911,ESTIMATED,130.0493 m/z @1.88 [global_positive_Batch2_QC11.mzXML],130.0493164,1.876433333,1.86265,1.93195,0.0693,116901.9688,417559.7522,0,6,0.060419114,2.513905683,4.027811366,130.0492401,130.0493774
391,221.0805814,10.20313667,nan,,,,1,ESTIMATED,221.0811 m/z @10.21 [global_positive_Batch1_C32.mzXML],221.0810801,10.20928333,10.13123333,10.35741667,0.226183333,16449.10156,82906.69987,0,15,0.072977828,1.255592739,1.766521122,221.0803528,221.0818176,DETECTED,221.0806 m/z @10.18 [global_positive_Batch1_C31.mzXML],221.0805817,10.17913333,10.13326667,10.39946667,0.2662,185696.5661,1040170.395,0,18,0.085524546,1.987080341,2.651540072,221.0801392,221.0806885,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,221.0807 m/z @10.19 [global_positive_Batch1_A1.mzXML],221.0806834,10.19075,10.15825,10.238,0.07975,1393.136108,4326.354078,0,6,0.09952892,1.226923077,1.453846154,221.0795135,221.0812073,ESTIMATED,221.0803 m/z @10.22 [global_positive_Batch2_QC10.mzXML],221.0802975,10.21918333,10.17116667,10.4203,0.249133333,16010.54102,137472.3419,0,16,0.173056674,2.594238112,4.188476224,221.079895,221.0807343,ESTIMATED,221.0803 m/z @10.22 [global_positive_Batch2_QC11.mzXML],221.0802645,10.21733333,10.20126667,10.41771667,0.21645,18767.12305,128512.7201,0,14,0.117184021,6.735995851,12.4719917,221.0798492,221.0805817
392,187.0570407,1.9781,nan,,,,3,ESTIMATED,187.0572 m/z @1.97 [global_positive_Batch1_C32.mzXML],187.0571774,1.97285,1.931666667,2.410716667,0.47905,380113.5313,2237282.58,0,36,0.056365298,5.399486706,7.02024772,187.0569814,187.0573578,DETECTED,187.0572 m/z @1.98 [global_positive_Batch1_C31.mzXML],187.0571899,1.9849,1.956933333,2.1238,0.166866667,171083.3253,650893.9818,0,13,0.053548669,2.983313468,5.231907833,187.0570221,187.0572815,ESTIMATED,187.0571 m/z @1.99 [global_positive_Batch1_A2.mzXML],187.0571238,1.994733333,1.9403,2.075583333,0.135283333,64989.75391,347718.954,0,11,0.085653078,1.242651562,1.958782687,187.0569611,187.0573578,ESTIMATED,187.0570 m/z @2.00 [global_positive_Batch1_A1.mzXML],187.0569987,1.9996,1.9582,2.012983333,0.054783333,63179.80859,133380.3363,0,5,0.245327495,0.661634461,0.323268921,187.0569,187.0572052,DETECTED,187.0569 m/z @1.96 [global_positive_Batch2_QC10.mzXML],187.0568695,1.95705,1.91505,2.418716667,0.503666667,447253.3594,2483344.202,0,37,0.046998764,4.181821392,7.039441701,187.0566864,187.0572662,DETECTED,187.0569 m/z @1.96 [global_positive_Batch2_QC11.mzXML],187.0568848,1.959466667,1.93195,2.3659,0.43395,405169.5087,2315109.419,0,32,0.052088203,6.391359107,9.362148227,187.056778,187.0571747
393,102.046213,8.004756667,nan,,,,3,ESTIMATED,102.0463 m/z @8.05 [global_positive_Batch1_C32.mzXML],102.0462619,8.04605,7.984016667,8.320983333,0.336966667,144089.3906,1249798.375,0,22,0.169400434,2.016052774,2.609012995,102.0461502,102.0463638,DETECTED,102.0463 m/z @8.03 [global_positive_Batch1_C31.mzXML],102.0462608,8.025933333,7.7369,8.3764,0.6395,164548.5871,1902806.431,0,40,0.175586641,0.803203693,0.496851334,102.0461426,102.0463562,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,102.0463 m/z @7.97 [global_positive_Batch1_A1.mzXML],102.0463028,7.972883333,7.92035,7.990183333,0.069833333,629.414978,1767.19916,0,5,0.059395706,0.66465736,0.329314721,102.0461502,102.0464096,DETECTED,102.0462 m/z @7.96 [global_positive_Batch2_QC10.mzXML],102.0461502,7.963683333,7.736183333,8.4284,0.692216667,130238.9025,2069978.139,0,43,0.258727469,1.338717638,1.5385296,102.0460434,102.0462189,DETECTED,102.0461 m/z @8.02 [global_positive_Batch2_QC11.mzXML],102.0460892,8.015233333,7.7902,8.481333333,0.691133333,145194.3,2129642.914,0,43,0.230110677,1.291183905,1.421758702,102.0460205,102.0461655
394,232.1539789,8.080583333,nan,,,,3,ESTIMATED,232.1542 m/z @8.09 [global_positive_Batch1_C32.mzXML],232.1542153,8.09095,8.0306,8.3919,0.3613,99006.9375,953608.3174,0,23,0.159901304,2.102841481,2.882851283,232.1539917,232.1545715,DETECTED,232.1541 m/z @8.07 [global_positive_Batch1_C31.mzXML],232.1541138,8.070066667,7.841183333,8.3591,0.517916667,150070.1076,1724595.271,0,33,0.167231729,0.890140224,0.788600621,232.1538696,232.1546478,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,232.1539 m/z @8.05 [global_positive_Batch2_QC10.mzXML],232.1538544,8.054866667,7.840533333,8.374566667,0.534033333,161561.0205,2059624.911,1,34,0.196753739,1.01617513,0.926187732,232.1535645,232.1541901,DETECTED,232.1537 m/z @8.11 [global_positive_Batch2_QC11.mzXML],232.1537323,8.10645,7.893083333,8.391616667,0.498533333,161967.4518,2051897.685,1,32,0.190712169,0.987919125,0.874183107,232.1535034,232.1538544
395,89.0955302,10.69356667,nan,,,,1,ESTIMATED,89.0956 m/z @10.73 [global_positive_Batch1_C32.mzXML],89.09558402,10.73006667,10.64008333,10.89458333,0.2545,149193.5781,1499077.087,0,18,0.189354505,1.414150769,1.828301537,89.09549713,89.09564972,DETECTED,89.0955 m/z @10.69 [global_positive_Batch1_C31.mzXML],89.09552002,10.68833333,10.3834,10.91285,0.52945,145264.3462,1754312.065,0,36,0.156510275,0.865682119,1.435572194,89.0953598,89.09577942,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,89.0955 m/z @10.71 [global_positive_Batch1_A1.mzXML],89.09554418,10.71245,10.6525,10.72736667,0.074866667,74577.80469,255873.1037,0,6,0.071579708,0.62440923,0.24881846,89.09550476,89.09564972,ESTIMATED,89.0955 m/z @10.69 [global_positive_Batch2_QC10.mzXML],89.09551875,10.6851,10.63893333,10.71578333,0.07685,53372.45703,204806.926,0,6,0.131712976,0.832310469,0.664620939,89.0954895,89.09555054,ESTIMATED,89.0955 m/z @10.65 [global_positive_Batch2_QC11.mzXML],89.09548405,10.65188333,10.65188333,10.74388333,0.092,50246.54297,249517.2072,0,7,0.094856857,,,89.09545135,89.09552765
396,137.0453666,3.760047222,nan,,,,1,ESTIMATED,137.0454 m/z @3.83 [global_positive_Batch1_C32.mzXML],137.0453765,3.82895,3.69435,4.556066667,0.861716667,181235.2188,3633529.37,0,53,0.317125046,3.173296397,3.072101253,137.0453033,137.0455017,DETECTED,137.0454 m/z @3.73 [global_positive_Batch1_C31.mzXML],137.0454254,3.7281,3.066733333,3.94285,0.876116667,142934.125,4067224.78,0,55,0.437359235,0.662353208,0.324706416,137.0453186,137.0456238,ESTIMATED,137.0455 m/z @3.70 [global_positive_Batch1_A2.mzXML],137.0455413,3.701233333,3.684183333,4.12685,0.442666667,22216,192778.2334,0,27,0.11636521,13.73824877,20.91788122,137.0453949,137.0457153,ESTIMATED,137.0455 m/z @3.89 [global_positive_Batch1_A1.mzXML],137.0455209,3.885133333,3.679416667,4.404233333,0.724816667,57514.90625,1233807.769,0,43,0.414008506,1.763817835,2.019934303,137.0453796,137.0456696,ESTIMATED,137.0451 m/z @3.69 [global_positive_Batch2_QC10.mzXML],137.0451438,3.690883333,3.690883333,4.52015,0.829266667,341050.1563,7660193.101,0,53,0.39304878,,,137.0450287,137.0453033,ESTIMATED,137.0452 m/z @3.73 [global_positive_Batch2_QC11.mzXML],137.0451919,3.725983333,3.67925,5.588116667,1.908866667,456528.2813,11743172.8,0,113,0.548932026,12.79172623,18.92285481,137.0449982,137.0454254
397,327.0510116,11.14915,nan,,,,1,ESTIMATED,327.0514 m/z @11.18 [global_positive_Batch1_C32.mzXML],327.0513679,11.18428333,11.12725,11.2415,0.11425,30214.05078,139252.4809,0,9,0.084277057,1.001607247,1.003214494,327.0511475,327.0515137,DETECTED,327.0514 m/z @11.16 [global_positive_Batch1_C31.mzXML],327.0513611,11.16208333,11.1068,11.3621,0.2553,137984.7415,1193935.072,0,19,0.158478333,2.219116316,3.06611447,327.0507813,327.0519409,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,327.0509 m/z @11.12 [global_positive_Batch2_QC10.mzXML],327.0509125,11.11863333,11.11863333,11.246,0.127366667,10363.34961,57721.28004,0,10,0.111978958,,,327.0505066,327.0514832,ESTIMATED,327.0504 m/z @11.13 [global_positive_Batch2_QC11.mzXML],327.0504049,11.1316,11.11758333,11.14556667,0.027983333,10129.39844,13444.933,0,3,0.027983333,0.998216409,0.996432818,327.0499268,327.0507507
398,148.0599644,1.901793333,nan,,,,3,ESTIMATED,148.0601 m/z @1.89 [global_positive_Batch1_C32.mzXML],148.0600634,1.890316667,1.8766,2.125033333,0.248433333,74772.03906,426100.3994,0,19,0.123552011,9.055893074,17.79747435,148.0599518,148.0601349,DETECTED,148.0600 m/z @1.92 [global_positive_Batch1_C31.mzXML],148.0600433,1.91605,1.860916667,2.109966667,0.24905,137519.2721,815188.5602,0,19,0.06669006,2.258615478,4.286303389,148.0599213,148.0601501,DETECTED,148.0600 m/z @1.91 [global_positive_Batch1_A2.mzXML],148.0599823,1.913016667,1.857583333,2.021466667,0.163883333,171822.2935,846705.0399,0,13,0.074264125,1.478202044,1.956404089,148.0598907,148.0601044,DETECTED,148.0600 m/z @1.92 [global_positive_Batch1_A1.mzXML],148.0599518,1.916583333,1.874533333,1.9996,0.125066667,220499.9123,957383.4932,0,10,0.075635199,1.48711851,1.974237019,148.059906,148.0601959,ESTIMATED,148.0598 m/z @1.87 [global_positive_Batch2_QC10.mzXML],148.0597814,1.873,1.873,1.943066667,0.070066667,61833.51563,201154.222,0,6,0.084787062,,,148.0597076,148.0598145,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,393.2967629,11.85588333,nan,,,,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,393.2969 m/z @11.88 [global_positive_Batch1_C31.mzXML],393.296875,11.87705,11.49735,12.12691667,0.629566667,133749.6393,1877428.723,0,42,0.145575346,0.829031692,0.68201521,393.2965088,393.2974243,ESTIMATED,393.2967 m/z @11.83 [global_positive_Batch1_A2.mzXML],393.2966508,11.83471667,11.83471667,12.20795,0.373233333,205612.9219,1332936.526,0,26,0.074732025,,,393.295929,393.2983093,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,410.8551191,1.753193333,nan,,,,3,ESTIMATED,410.8554 m/z @1.75 [global_positive_Batch1_C32.mzXML],410.8554315,1.747916667,1.7185,1.8766,0.1581,133999.25,498421.8385,0,12,0.0670118,2.687252125,4.084118098,410.8548279,410.8574829,DETECTED,410.8553 m/z @1.77 [global_positive_Batch1_C31.mzXML],410.8553314,1.77385,1.744516667,1.8747,0.130183333,128653.8678,459389.7089,0,10,0.064397474,2.219034091,3.348262022,410.855072,410.8561096,DETECTED,410.8552 m/z @1.76 [global_positive_Batch1_A2.mzXML],410.8551941,1.757316667,1.727816667,1.871283333,0.143466667,105445.0284,630938.487,0,11,0.125421875,2.431638418,3.863276836,410.8550415,410.8566895,DETECTED,410.8551 m/z @1.76 [global_positive_Batch1_A1.mzXML],410.8550873,1.757433333,1.7279,1.88825,0.16035,108644.9124,671888.2921,0,12,0.059411374,2.71472912,4.429458239,410.8546143,410.8560791,ESTIMATED,410.8546 m/z @1.73 [global_positive_Batch2_QC10.mzXML],410.8545514,1.72945,1.714633333,1.85915,0.144516667,95058.19531,353246.9842,0,11,0.057869071,4.46265983,7.101314652,410.8539734,410.8552043,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,456.4584336,11.78560667,nan,,,,1,ESTIMATED,456.4586 m/z @11.78 [global_positive_Batch1_C32.mzXML],456.4586046,11.78035,11.73583333,11.99546667,0.259633333,98420.47656,756085.2138,0,18,0.242098849,2.693383836,3.666205843,456.4580383,456.4588013,DETECTED,456.4587 m/z @11.77 [global_positive_Batch1_C31.mzXML],456.4587097,11.77133333,11.23166667,11.98595,0.754283333,125228.0446,1640534.47,0,51,0.16876645,0.680471489,0.441630327,456.4578857,456.4594421,ESTIMATED,456.4585 m/z @11.83 [global_positive_Batch1_A2.mzXML],456.4585291,11.83471667,11.73138333,12.08841667,0.357033333,235791.8438,2220993.587,0,25,0.149912071,1.355312709,1.496059994,456.4582825,456.4591064,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,456.4581 m/z @11.72 [global_positive_Batch2_QC10.mzXML],456.4580705,11.72226667,11.72226667,12.02283333,0.300566667,60481.79688,380943.4187,0,19,0.096305039,,,456.4565125,456.4595947,ESTIMATED,456.4583 m/z @11.82 [global_positive_Batch2_QC11.mzXML],456.4582543,11.81936667,11.80263333,12.00505,0.202416667,26404.76172,80724.24132,0,13,0.033909651,5.878816616,4.624046456,456.4570923,456.4590454
403,310.3094076,11.30676667,nan,,,,1,ESTIMATED,310.3096 m/z @11.31 [global_positive_Batch1_C32.mzXML],310.3096024,11.31356667,11.25588333,11.52305,0.267166667,21179.44141,281282.8258,0,19,0.27033333,2.315804681,3.631609361,310.3094482,310.309845,DETECTED,310.3093 m/z @11.30 [global_positive_Batch1_C31.mzXML],310.3092804,11.30285,10.852,11.69621667,0.844216667,124757.4103,4587423.062,0,58,0.675962626,0.936250046,0.872500092,310.3079834,310.3096313,ESTIMATED,310.3096 m/z @11.38 [global_positive_Batch1_A2.mzXML],310.3096008,11.37603333,11.31861667,11.4347,0.116083333,13300.24414,70387.94126,0,9,0.073758859,1.010885341,1.021770682,310.3092041,310.3100891,ESTIMATED,310.3095 m/z @11.26 [global_positive_Batch1_A1.mzXML],310.3094835,11.25561667,11.25561667,11.4273,0.171683333,22493.26953,189930.2154,0,13,0.0971639,,,310.3091431,310.3097839,ESTIMATED,310.3092 m/z @11.27 [global_positive_Batch2_QC10.mzXML],310.3092339,11.27488333,11.26025,11.88688333,0.626633333,35014.28125,617476.9739,0,41,0.303107333,21.16802356,36.12303592,310.3087463,310.3096008,ESTIMATED,310.3092 m/z @11.32 [global_positive_Batch2_QC11.mzXML],310.3092445,11.31765,11.2588,11.76971667,0.510916667,22240.05273,388638.3836,0,34,0.449346325,4.340838289,10.35598446,310.3086853,310.3096313
404,144.0442026,8.808020833,nan,,,,1,ESTIMATED,144.0443 m/z @8.85 [global_positive_Batch1_C32.mzXML],144.0442945,8.853683333,8.777766667,9.02095,0.243183333,88229.89844,523491.8172,0,17,0.088006362,1.30316561,1.579883752,144.0441437,144.0444183,DETECTED,144.0443 m/z @8.82 [global_positive_Batch1_C31.mzXML],144.044281,8.818633333,8.745583333,8.9857,0.240116667,124422.3192,665656.0827,0,17,0.083050355,1.190426511,1.192422253,144.0440979,144.0443726,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,144.0441 m/z @8.78 [global_positive_Batch2_QC10.mzXML],144.044114,8.783233333,8.768866667,9.041883333,0.273016667,69626.02344,399978.6361,0,19,0.081315518,7.299517713,11.47645878,144.0437164,144.044281,ESTIMATED,144.0441 m/z @8.78 [global_positive_Batch2_QC11.mzXML],144.0441208,8.776533333,8.776533333,9.061266667,0.284733333,68257.57813,496048.8323,0,20,0.104861098,,,144.0437622,144.044281
405,139.038282,11.17363333,nan,,,,1,ESTIMATED,139.0384 m/z @11.17 [global_positive_Batch1_C32.mzXML],139.0383575,11.16995,11.12725,11.32811667,0.200866667,22175.55469,114668.9088,0,15,0.079835558,2.352068696,3.704137393,139.0381165,139.0384674,DETECTED,139.0383 m/z @11.16 [global_positive_Batch1_C31.mzXML],139.0382996,11.16208333,11.12103333,11.39185,0.270816667,122876.2576,830770.9916,0,20,0.112822514,2.705473601,3.725019198,139.038147,139.0387115,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,139.0382 m/z @11.19 [global_positive_Batch2_QC10.mzXML],139.0381889,11.18886667,11.13256667,11.23175,0.099183333,12846.7832,56928.2098,0,8,0.266258946,0.880846655,0.76169331,139.0380859,139.0382538,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,267.2674818,13.73769167,nan,,,,1,ESTIMATED,267.2676 m/z @13.74 [global_positive_Batch1_C32.mzXML],267.2676353,13.73515,13.68893333,13.79693333,0.108,8112.125,43902.64921,0,8,0.06734289,1.168409665,1.336819329,267.2672424,267.2680054,DETECTED,267.2675 m/z @13.73 [global_positive_Batch1_C31.mzXML],267.2675171,13.73355,13.52878333,14.42113333,0.89235,122058.344,3818143.71,0,61,0.559736586,2.178943513,3.357887026,267.2671204,267.2680054,ESTIMATED,267.2677 m/z @13.72 [global_positive_Batch1_A2.mzXML],267.2676794,13.72201667,13.69165,14.05791667,0.366266667,36684.77734,459476.8185,0,25,0.20708003,6.030735456,11.06147091,267.2674255,267.2679749,ESTIMATED,267.2677 m/z @13.69 [global_positive_Batch1_A1.mzXML],267.2676849,13.69476667,13.69476667,14.21873333,0.523966667,71958.79688,1321598.011,0,36,0.301870474,,,267.2673645,267.2681885,ESTIMATED,267.2672 m/z @13.77 [global_positive_Batch2_QC10.mzXML],267.2671547,13.76713333,13.6993,13.81685,0.11755,3410.015137,17689.65708,0,8,0.089708477,0.866461916,0.732923833,267.2668457,267.2676392,ESTIMATED,267.2672 m/z @13.77 [global_positive_Batch2_QC11.mzXML],267.2672195,13.77353333,13.68923333,13.87343333,0.1842,3240.123291,30539.2512,0,12,0.11827485,1.09252669,1.185053381,267.2668762,267.2675171
407,188.0640685,8.829416667,nan,,,,2,ESTIMATED,188.0635 m/z @8.87 [global_positive_Batch1_C32.mzXML],188.0634743,8.867733333,8.824833333,8.881783333,0.05695,101028.1328,200779.8425,0,5,0.035531744,0.663752914,0.327505828,188.0621185,188.0643616,DETECTED,188.0644 m/z @8.85 [global_positive_Batch1_C31.mzXML],188.0643539,8.846833333,8.745583333,8.904433333,0.15885,120414.75,631485.5696,0,12,0.092399443,0.784444444,0.558233727,188.0622253,188.0655975,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,188.0643 m/z @8.80 [global_positive_Batch2_QC10.mzXML],188.0642548,8.797566667,8.680933333,8.8549,0.173966667,90369.58705,612493.2611,0,13,0.121079861,0.74578451,0.49156902,188.0638428,188.0652618,ESTIMATED,188.0642 m/z @8.81 [global_positive_Batch2_QC11.mzXML],188.0641912,8.805533333,8.790883333,9.044766667,0.253883333,75670.57813,410750.463,0,18,0.081538794,7.347182124,12.16025629,188.0625,188.0651245
