row ID,row m/z,row retention time,row identity (main ID),row identity (all IDs),row identity (main ID + details),row comment,row number of detected peaks,global_negative_AB02707_2.mzXML Peak status,global_negative_AB02707_2.mzXML Peak name,global_negative_AB02707_2.mzXML Peak m/z,global_negative_AB02707_2.mzXML Peak RT,global_negative_AB02707_2.mzXML Peak RT start,global_negative_AB02707_2.mzXML Peak RT end,global_negative_AB02707_2.mzXML Peak duration time,global_negative_AB02707_2.mzXML Peak height,global_negative_AB02707_2.mzXML Peak area,global_negative_AB02707_2.mzXML Peak charge,global_negative_AB02707_2.mzXML Peak # data points,global_negative_AB02707_2.mzXML Peak FWHM,global_negative_AB02707_2.mzXML Peak tailing factor,global_negative_AB02707_2.mzXML Peak asymmetry factor,global_negative_AB02707_2.mzXML Peak m/z min,global_negative_AB02707_2.mzXML Peak m/z max,global_negative_BC00454_4.mzXML Peak status,global_negative_BC00454_4.mzXML Peak name,global_negative_BC00454_4.mzXML Peak m/z,global_negative_BC00454_4.mzXML Peak RT,global_negative_BC00454_4.mzXML Peak RT start,global_negative_BC00454_4.mzXML Peak RT end,global_negative_BC00454_4.mzXML Peak duration time,global_negative_BC00454_4.mzXML Peak height,global_negative_BC00454_4.mzXML Peak area,global_negative_BC00454_4.mzXML Peak charge,global_negative_BC00454_4.mzXML Peak # data points,global_negative_BC00454_4.mzXML Peak FWHM,global_negative_BC00454_4.mzXML Peak tailing factor,global_negative_BC00454_4.mzXML Peak asymmetry factor,global_negative_BC00454_4.mzXML Peak m/z min,global_negative_BC00454_4.mzXML Peak m/z max,global_negative_AB02720_2.mzXML Peak status,global_negative_AB02720_2.mzXML Peak name,global_negative_AB02720_2.mzXML Peak m/z,global_negative_AB02720_2.mzXML Peak RT,global_negative_AB02720_2.mzXML Peak RT start,global_negative_AB02720_2.mzXML Peak RT end,global_negative_AB02720_2.mzXML Peak duration time,global_negative_AB02720_2.mzXML Peak height,global_negative_AB02720_2.mzXML Peak area,global_negative_AB02720_2.mzXML Peak charge,global_negative_AB02720_2.mzXML Peak # data points,global_negative_AB02720_2.mzXML Peak FWHM,global_negative_AB02720_2.mzXML Peak tailing factor,global_negative_AB02720_2.mzXML Peak asymmetry factor,global_negative_AB02720_2.mzXML Peak m/z min,global_negative_AB02720_2.mzXML Peak m/z max,global_negative_BC00410_1.mzXML Peak status,global_negative_BC00410_1.mzXML Peak name,global_negative_BC00410_1.mzXML Peak m/z,global_negative_BC00410_1.mzXML Peak RT,global_negative_BC00410_1.mzXML Peak RT start,global_negative_BC00410_1.mzXML Peak RT end,global_negative_BC00410_1.mzXML Peak duration time,global_negative_BC00410_1.mzXML Peak height,global_negative_BC00410_1.mzXML Peak area,global_negative_BC00410_1.mzXML Peak charge,global_negative_BC00410_1.mzXML Peak # data points,global_negative_BC00410_1.mzXML Peak FWHM,global_negative_BC00410_1.mzXML Peak tailing factor,global_negative_BC00410_1.mzXML Peak asymmetry factor,global_negative_BC00410_1.mzXML Peak m/z min,global_negative_BC00410_1.mzXML Peak m/z max,global_negative_QC1_2.mzXML Peak status,global_negative_QC1_2.mzXML Peak name,global_negative_QC1_2.mzXML Peak m/z,global_negative_QC1_2.mzXML Peak RT,global_negative_QC1_2.mzXML Peak RT start,global_negative_QC1_2.mzXML Peak RT end,global_negative_QC1_2.mzXML Peak duration time,global_negative_QC1_2.mzXML Peak height,global_negative_QC1_2.mzXML Peak area,global_negative_QC1_2.mzXML Peak charge,global_negative_QC1_2.mzXML Peak # data points,global_negative_QC1_2.mzXML Peak FWHM,global_negative_QC1_2.mzXML Peak tailing factor,global_negative_QC1_2.mzXML Peak asymmetry factor,global_negative_QC1_2.mzXML Peak m/z min,global_negative_QC1_2.mzXML Peak m/z max,global_negative_QC1_1.mzXML Peak status,global_negative_QC1_1.mzXML Peak name,global_negative_QC1_1.mzXML Peak m/z,global_negative_QC1_1.mzXML Peak RT,global_negative_QC1_1.mzXML Peak RT start,global_negative_QC1_1.mzXML Peak RT end,global_negative_QC1_1.mzXML Peak duration time,global_negative_QC1_1.mzXML Peak height,global_negative_QC1_1.mzXML Peak area,global_negative_QC1_1.mzXML Peak charge,global_negative_QC1_1.mzXML Peak # data points,global_negative_QC1_1.mzXML Peak FWHM,global_negative_QC1_1.mzXML Peak tailing factor,global_negative_QC1_1.mzXML Peak asymmetry factor,global_negative_QC1_1.mzXML Peak m/z min,global_negative_QC1_1.mzXML Peak m/z max
52,279.231875,14.20955556,nan,,,,1,ESTIMATED,279.2315 m/z @14.48 [global_negative_AB02707_2.mzXML],279.2315005,14.47571667,13.8264,17.4945,3.6681,2721708.75,127813564.8,0,223,0.594961195,3.637015445,5.457567258,279.2311707,279.2316895,DETECTED,279.2316 m/z @14.12 [global_negative_BC00454_4.mzXML],279.2315979,14.11626667,13.9149,14.84111667,0.926216667,949775.9,26838017.67,1,57,0.441783511,2.512596612,3.41209407,279.2314148,279.2317505,ESTIMATED,279.2313 m/z @14.44 [global_negative_AB02720_2.mzXML],279.2313196,14.439,13.82423333,17.15583333,3.3316,1788490.125,81291336.93,0,200,0.559417782,3.937186444,6.253649483,279.2310791,279.2315979,ESTIMATED,279.2336 m/z @13.89 [global_negative_BC00410_1.mzXML],279.2335635,13.88818333,13.82801667,14.1395,0.311483333,34674.35156,541037.5135,0,22,0.224981958,2.588504155,4.17700831,279.23349,279.2337036,ESTIMATED,279.2316 m/z @14.50 [global_negative_QC1_2.mzXML],279.2315979,14.5049,13.8293,17.60833333,3.779033333,2546037,119100053.5,0,224,0.671245038,3.249628727,5.782446055,279.2313232,279.2317505,ESTIMATED,279.2317 m/z @13.83 [global_negative_QC1_1.mzXML],279.2316709,13.83326667,13.81791667,14.14548333,0.327566667,18357.51367,277630.5,0,23,0.3855824,10.669924,20.33984799,279.2315063,279.2318115
54,283.2630343,14.11488056,nan,,,,1,ESTIMATED,283.2627 m/z @14.25 [global_negative_AB02707_2.mzXML],283.2626526,14.25335,13.56931667,16.33445,2.765133333,811678.6875,26248931.3,0,175,0.458318491,1.872095394,2.088073939,283.2622375,283.26297,DETECTED,283.2627 m/z @13.86 [global_negative_BC00454_4.mzXML],283.2626648,13.86425,13.4491,14.39523333,0.946133333,380191.9527,10205769.4,1,57,0.446354925,6.189520246,1.021911348,283.2625122,283.2627869,ESTIMATED,283.2625 m/z @14.25 [global_negative_AB02720_2.mzXML],283.262467,14.25496667,13.56485,16.22255,2.6577,581624.5,18846255.71,0,164,0.527509994,1.598951849,2.218887504,283.262207,283.2627869,ESTIMATED,283.2648 m/z @14.27 [global_negative_BC00410_1.mzXML],283.2647712,14.2725,13.90336667,15.18056667,1.2772,340476.75,9960640.668,0,84,0.390361593,1.749460142,2.815136505,283.2645264,283.2649536,ESTIMATED,283.2628 m/z @14.33 [global_negative_QC1_2.mzXML],283.2627982,14.33273333,13.57698333,14.6638,1.086816667,48238.03906,1826024.288,0,70,0.529226084,0.719031867,0.438063734,283.2626038,283.2631226,ESTIMATED,283.2629 m/z @13.71 [global_negative_QC1_1.mzXML],283.2628519,13.71148333,13.57553333,14.98313333,1.4076,48874.03516,2086771.162,0,92,0.515581815,5.176903273,9.305663928,283.2625427,283.263092
57,191.0190978,2.044905556,nan,,,,3,ESTIMATED,191.0188 m/z @2.01 [global_negative_AB02707_2.mzXML],191.0187914,2.01,1.848166667,4.708766667,2.8606,673280.875,29382411.84,0,177,0.315459206,9.405047525,29.71206429,191.018631,191.0193837,DETECTED,191.0189 m/z @2.03 [global_negative_BC00454_4.mzXML],191.0188751,2.034683333,1.941233333,2.2728,0.331566667,295013.7902,3684890.96,1,22,0.18027292,1.774032459,2.548064919,191.0187988,191.0189362,ESTIMATED,191.0188 m/z @2.07 [global_negative_AB02720_2.mzXML],191.0187692,2.066383333,1.932533333,4.779866667,2.847333333,438074.625,21257660.89,0,174,0.304183667,8.468579918,14.81273042,191.0186005,191.0189209,DETECTED,191.0206 m/z @2.02 [global_negative_BC00410_1.mzXML],191.0205841,2.018633333,1.931916667,2.367583333,0.435666667,1226571.064,18241337.93,1,31,0.242566176,2.512012301,4.024024601,191.0204773,191.0207062,ESTIMATED,191.0189 m/z @2.08 [global_negative_QC1_2.mzXML],191.0188751,2.081966667,1.8462,4.649233333,2.803033333,658308.125,30372149.9,0,173,0.448029699,8.209646518,16.0897454,191.0187225,191.0193837,DETECTED,191.0187 m/z @2.06 [global_negative_QC1_1.mzXML],191.018692,2.057766667,1.984666667,2.630733333,0.646066667,999387.75,21415700.4,1,44,0.308666159,4.419060648,7.838121295,191.0185699,191.0188904
58,129.0554101,10.29913611,nan,,,,4,ESTIMATED,129.0552 m/z @10.32 [global_negative_AB02707_2.mzXML],129.055236,10.31676667,10.00368333,10.98608333,0.9824,595612.75,14396342.28,0,57,0.42953315,1.788479329,0.936577308,129.0551605,129.0553131,DETECTED,129.0553 m/z @10.34 [global_negative_BC00454_4.mzXML],129.0552673,10.33643333,9.905866667,10.8877,0.981833333,275366.7665,5839157.072,1,56,0.340550623,1.061088458,0.940144975,129.0552216,129.0553436,DETECTED,129.0552 m/z @10.28 [global_negative_AB02720_2.mzXML],129.0552063,10.28156667,9.803516667,10.78836667,0.98485,663647.3,16534621.99,1,58,0.394047544,0.928721837,0.797688155,129.0551147,129.0552826,ESTIMATED,129.0562 m/z @10.29 [global_negative_BC00410_1.mzXML],129.0562318,10.29443333,10.01068333,11.26676667,1.256083333,901489.3125,20255349.82,0,72,0.379002036,1.139999465,1.073301774,129.0560608,129.0563202,DETECTED,129.0553 m/z @10.30 [global_negative_QC1_2.mzXML],129.0552521,10.2963,9.81545,10.79883333,0.983383333,694031.3321,17599129.13,1,57,0.397521118,0.934825229,0.723939627,129.0551758,129.0553894,DETECTED,129.0553 m/z @10.27 [global_negative_QC1_1.mzXML],129.0552673,10.26931667,9.819716667,10.79516667,0.97545,846316.5036,20418136.77,1,58,0.383670854,1.074343069,0.78032492,129.0551758,129.0554047
60,508.2875408,9.264775,nan,,,,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,508.2868 m/z @9.28 [global_negative_BC00454_4.mzXML],508.2867737,9.277566667,9.224066667,9.565566667,0.3415,133468.7858,659502.5107,1,20,0.07355884,1.490627794,1.592941502,508.2861023,508.2875671,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,508.2899 m/z @9.26 [global_negative_BC00410_1.mzXML],508.2898643,9.264416667,9.210666667,9.39045,0.179783333,28630.875,122440.3072,0,11,0.066652986,1.99992426,2.569596251,508.2867737,508.2910156,ESTIMATED,508.2868 m/z @9.28 [global_negative_QC1_2.mzXML],508.2868253,9.2797,9.207783333,9.42895,0.221166667,10605.23438,53373.96417,0,13,0.073778913,1.647626399,2.083071217,508.286377,508.287262,ESTIMATED,508.2867 m/z @9.24 [global_negative_QC1_1.mzXML],508.2866999,9.237416667,9.18495,9.3831,0.19815,20151.86328,88564.08818,0,12,0.067462999,1.716174591,2.51089644,508.286438,508.2869873
61,540.3290067,13.18176944,nan,,,,5,ESTIMATED,540.3283 m/z @13.21 [global_negative_AB02707_2.mzXML],540.3283491,13.20753333,12.88483333,13.8264,0.941566667,94871.57031,1532267.479,0,59,0.19224139,1.684197793,1.674059031,540.3273926,540.3302002,DETECTED,540.3282 m/z @13.10 [global_negative_BC00454_4.mzXML],540.3282471,13.0987,12.87116667,13.76336667,0.8922,121584.9469,1864377.567,1,52,0.188286043,1.520546335,1.447165326,540.3277588,540.3286743,DETECTED,540.3279 m/z @13.19 [global_negative_AB02720_2.mzXML],540.3278809,13.18873333,12.94583333,13.85663333,0.9108,120247.3661,2269038.516,1,57,0.226581947,1.932269292,2.646303983,540.3275146,540.3283691,DETECTED,540.3325 m/z @13.21 [global_negative_BC00410_1.mzXML],540.3324585,13.20621667,12.94306667,13.81291667,0.86985,121248.6446,2233399.443,1,55,0.219141462,1.660442172,2.001816495,540.3320313,540.3330078,DETECTED,540.3285 m/z @13.18 [global_negative_QC1_2.mzXML],540.3284912,13.18423333,12.95078333,13.76591667,0.815133333,105079.1192,1883056.839,1,51,0.21682631,1.745841365,1.97070012,540.328064,540.3287964,DETECTED,540.3286 m/z @13.21 [global_negative_QC1_1.mzXML],540.3286133,13.2052,12.95496667,13.86305,0.908083333,190353.4906,3598223.461,1,58,0.225858787,2.013887465,2.379286963,540.3283081,540.3289795
62,448.3052612,12.28009722,nan,,,,3,ESTIMATED,448.3047 m/z @12.37 [global_negative_AB02707_2.mzXML],448.3047093,12.3652,12.18106667,12.46245,0.281383333,13980.52246,146748.7341,0,18,0.177195649,0.764074946,0.559160656,448.3040771,448.3051453,ESTIMATED,448.3046 m/z @12.23 [global_negative_BC00454_4.mzXML],448.3046259,12.2324,12.12808333,12.44108333,0.313,16126.02051,97236.75414,0,19,0.084861924,1.655489563,1.330601244,448.3040771,448.3054199,DETECTED,448.3044 m/z @12.24 [global_negative_AB02720_2.mzXML],448.3043823,12.24308333,12.1593,12.64823333,0.488933333,186748.6,1924185.394,1,31,0.160526789,2.071108145,2.93551165,448.3029175,448.304718,ESTIMATED,448.3077 m/z @12.29 [global_negative_BC00410_1.mzXML],448.3077271,12.2904,12.19088333,12.38968333,0.1988,18331.52539,114105.3063,0,13,0.104611864,0.998827667,1.183298164,448.304835,448.3085632,DETECTED,448.3049 m/z @12.27 [global_negative_QC1_2.mzXML],448.3048859,12.26953333,12.16773333,12.5848,0.417066667,125233.0464,1266738.581,1,26,0.167452145,1.626597293,2.252120916,448.3042908,448.3053589,DETECTED,448.3052 m/z @12.28 [global_negative_QC1_1.mzXML],448.3052368,12.27996667,12.18281667,12.6454,0.462583333,232450.2545,2167196.316,1,30,0.156673261,1.60169709,2.170347291,448.3045044,448.305542
63,309.2059324,12.39381111,nan,,,,2,ESTIMATED,309.2055 m/z @12.40 [global_negative_AB02707_2.mzXML],309.2054735,12.39796667,12.26533333,12.62045,0.355116667,29531.0957,270937.7144,0,23,0.171508358,1.338715758,1.471459991,309.2052307,309.2058411,ESTIMATED,309.2055 m/z @12.35 [global_negative_BC00454_4.mzXML],309.2054958,12.35423333,12.21471667,12.47548333,0.260766667,7159.322754,56527.57274,0,16,0.121641818,0.934535898,1.218708477,309.2051392,309.2060242,DETECTED,309.2053 m/z @12.39 [global_negative_AB02720_2.mzXML],309.205307,12.39331667,11.9531,12.86758333,0.914483333,176220.2603,1621784.687,0,58,0.127349408,1.56930915,1.806772948,309.2046509,309.2061157,ESTIMATED,309.2078 m/z @12.42 [global_negative_BC00410_1.mzXML],309.2078112,12.4225,12.11236667,12.72328333,0.610916667,83217.39063,775316.2478,0,39,0.111834624,0.929402245,1.192959085,309.2056198,309.2085876,ESTIMATED,309.2056 m/z @12.39 [global_negative_QC1_2.mzXML],309.2055743,12.38716667,12.18481667,12.751,0.566183333,82311.03906,807302.2814,0,35,0.135986698,1.35200903,2.452356768,309.2054138,309.2058411,DETECTED,309.2059 m/z @12.41 [global_negative_QC1_1.mzXML],309.2059326,12.40768333,11.92183333,12.79053333,0.8687,159733.3404,1467484.027,1,55,0.116468197,1.274846953,1.873678312,309.2054749,309.2062073
64,311.2215265,12.57856944,nan,,,,4,ESTIMATED,311.2211 m/z @12.57 [global_negative_AB02707_2.mzXML],311.2211151,12.57436667,12.4305,12.8536,0.4231,60612.27344,506095.6562,0,28,0.120493164,1.086643724,0.963814821,311.2208862,311.2214355,ESTIMATED,311.2211 m/z @12.54 [global_negative_BC00454_4.mzXML],311.2210657,12.54376667,12.40695,12.68003333,0.273083333,17450.91016,119294.499,0,17,0.09404165,0.997990011,0.845751445,311.2208557,311.2212524,DETECTED,311.2209 m/z @12.59 [global_negative_AB02720_2.mzXML],311.2209015,12.5859,12.37686667,12.80466667,0.4278,168669.2232,1470026.404,1,28,0.128462404,1.225009084,0.814387612,311.2205505,311.2211609,DETECTED,311.2235 m/z @12.58 [global_negative_BC00410_1.mzXML],311.2234802,12.58366667,12.40618333,12.8175,0.411316667,255954.8522,1863456.947,1,27,0.105770781,0.978947241,1.37120769,311.2232666,311.2236328,DETECTED,311.2212 m/z @12.58 [global_negative_QC1_2.mzXML],311.2211914,12.5848,12.4205,12.91785,0.49735,222038.0161,1858505.208,1,31,0.118184516,1.105461333,1.547207697,311.2210693,311.2214966,DETECTED,311.2214 m/z @12.60 [global_negative_QC1_1.mzXML],311.221405,12.59891667,12.42343333,12.9058,0.482366667,480071.7027,3540840.693,1,31,0.103725489,1.135045561,1.319487877,311.2211914,311.2215881
65,117.0554445,9.304838889,nan,,,,4,ESTIMATED,117.0553 m/z @9.30 [global_negative_AB02707_2.mzXML],117.0553211,9.303283333,9.073616667,9.85685,0.783233333,89381.92188,1035313.862,0,44,0.15278376,1.227847805,1.30873609,117.0552444,117.055397,ESTIMATED,117.0553 m/z @9.28 [global_negative_BC00454_4.mzXML],117.0553232,9.277566667,9.0504,9.4753,0.4249,43357.21484,356557.3857,0,25,0.119270657,0.950964148,0.748914194,117.0551605,117.0554199,DETECTED,117.0553 m/z @9.30 [global_negative_AB02720_2.mzXML],117.055275,9.302916667,9.087733333,9.729716667,0.641983333,164632.6641,2069253.125,1,36,0.17755977,1.27712943,0.994353621,117.0552063,117.0553894,DETECTED,117.0562 m/z @9.32 [global_negative_BC00410_1.mzXML],117.0561752,9.31845,9.142583333,9.718166667,0.575583333,308957.6853,3046819.649,1,33,0.133689086,1.310109251,1.034514024,117.0561066,117.0562515,DETECTED,117.0553 m/z @9.30 [global_negative_QC1_2.mzXML],117.0552902,9.298116667,9.1054,9.669616667,0.564216667,134110.7953,1592956.711,0,32,0.166445943,1.386524764,1.159030105,117.0552444,117.055336,DETECTED,117.0553 m/z @9.33 [global_negative_QC1_1.mzXML],117.0552826,9.3287,9.15075,9.694383333,0.543633333,221096.9246,2278974.385,1,31,0.140972943,1.170183393,0.831533425,117.0552139,117.0553284
66,204.0659355,10.27565556,nan,,,,3,ESTIMATED,204.0657 m/z @10.26 [global_negative_AB02707_2.mzXML],204.0656706,10.26421667,10.16235,10.67115,0.5088,77525.26563,548424.8704,0,30,0.084189065,2.856516451,4.659039956,204.0655212,204.0661723,ESTIMATED,204.0657 m/z @10.27 [global_negative_BC00454_4.mzXML],204.0657295,10.26606667,10.17603333,10.4784,0.302366667,45830.07031,231165.637,0,18,0.074133656,1.56814214,1.631440093,204.065506,204.0661723,DETECTED,204.0656 m/z @10.26 [global_negative_AB02720_2.mzXML],204.0655518,10.26436667,10.1801,10.65361667,0.473516667,110382.5587,749993.3223,1,29,0.093213,1.784919605,2.40043548,204.0653839,204.0657196,DETECTED,204.0672 m/z @10.29 [global_negative_BC00410_1.mzXML],204.067215,10.29443333,10.22451667,10.80908333,0.584566667,163733.7176,927654.0695,1,34,0.079090998,1.571954748,1.808286866,204.0670929,204.0673981,ESTIMATED,204.0657 m/z @10.28 [global_negative_QC1_2.mzXML],204.0656963,10.27895,10.17433333,10.69348333,0.51915,90143.32813,628407.5057,0,31,0.091736871,1.96133321,2.413466298,204.0654144,204.0661723,DETECTED,204.0658 m/z @10.29 [global_negative_QC1_1.mzXML],204.0657501,10.2859,10.21906667,10.74303333,0.523966667,132274.9094,785081.6489,1,32,0.08025609,1.800750899,2.078851998,204.0655823,204.0660858
67,309.2787189,12.30508611,nan,,,,2,ESTIMATED,309.2783 m/z @12.27 [global_negative_AB02707_2.mzXML],309.2783112,12.26533333,12.03851667,12.69736667,0.65885,24948.33594,527598.2493,0,42,0.386288573,1.422771423,1.789394712,309.2778015,309.2793732,ESTIMATED,309.2783 m/z @12.06 [global_negative_BC00454_4.mzXML],309.2783051,12.05743333,12.04,12.24965,0.20965,3239.507324,21268.9917,0,13,0.105933713,6.01290631,11.02581262,309.2779236,309.2793732,DETECTED,309.2781 m/z @12.31 [global_negative_AB02720_2.mzXML],309.2780762,12.31068333,11.84443333,12.75746667,0.913033333,109266.8888,2503394.795,0,58,0.340314094,0.932409883,0.847357085,309.277771,309.2782898,DETECTED,309.2807 m/z @12.34 [global_negative_BC00410_1.mzXML],309.2806702,12.34041667,11.96143333,12.8175,0.856066667,104925.2658,2247424.341,0,55,0.334332268,1.113052942,1.248610626,309.2804871,309.281189,ESTIMATED,309.2782 m/z @12.32 [global_negative_QC1_2.mzXML],309.2782338,12.32006667,12.21885,12.3537,0.13485,1976.30188,11132.00917,0,9,0.156559164,0.666145233,0.332290466,309.2778015,309.2793732,ESTIMATED,309.2787 m/z @12.54 [global_negative_QC1_1.mzXML],309.278717,12.53658333,12.50441667,12.55236667,0.04795,4738.091797,9368.692926,0,4,0.033931851,0.745336788,0.490673575,309.2784119,309.2789307
68,266.8027639,1.861655556,nan,,,,1,ESTIMATED,266.8023 m/z @1.91 [global_negative_AB02707_2.mzXML],266.8023328,1.907083333,1.863466667,2.127883333,0.264416667,96263.17188,899615.4868,0,19,0.174178992,3.03114253,5.062285059,266.8022461,266.8024902,ESTIMATED,266.8025 m/z @1.80 [global_negative_BC00454_4.mzXML],266.8024801,1.799266667,1.620216667,1.8639,0.243683333,40725.01953,283727.4219,0,15,0.119034854,0.706277603,0.334450037,266.8023071,266.8027649,DETECTED,266.8023 m/z @1.92 [global_negative_AB02720_2.mzXML],266.8023071,1.917816667,1.618916667,2.3826,0.763683333,107049.7551,2036485.601,0,50,0.146807784,1.158367135,1.136791084,266.802063,266.8025513,ESTIMATED,266.8048 m/z @1.82 [global_negative_BC00410_1.mzXML],266.8047638,1.816566667,1.626916667,1.8752,0.248283333,76024.96875,583441.5449,0,16,0.106537322,0.654583004,0.268618604,266.8038025,266.8051453,ESTIMATED,266.8025 m/z @1.92 [global_negative_QC1_2.mzXML],266.8025448,1.920283333,1.861666667,2.334283333,0.472616667,85793.78906,1047878.683,0,33,0.180666974,3.877319629,6.862144889,266.8022766,266.8030701,ESTIMATED,266.8022 m/z @1.81 [global_negative_QC1_1.mzXML],266.8021545,1.808916667,1.621216667,1.883466667,0.26225,89013.66406,841667.8692,0,17,0.197741846,0.698588173,0.397176345,266.8019409,266.8022766
69,185.1177391,11.71371944,nan,,,,2,ESTIMATED,185.1175 m/z @11.73 [global_negative_AB02707_2.mzXML],185.1174594,11.72825,11.54091667,12.05371667,0.5128,41142.09375,359773.1814,0,34,0.110073984,1.40565991,1.27039013,185.1170044,185.1176453,ESTIMATED,185.1174 m/z @11.67 [global_negative_BC00454_4.mzXML],185.1174255,11.66658333,11.57796667,11.8809,0.302933333,14455.05859,78400.61342,0,18,0.071471087,1.475233587,2.465816546,185.1171112,185.118042,DETECTED,185.1174 m/z @11.71 [global_negative_AB02720_2.mzXML],185.1174011,11.70515,11.53033333,12.19265,0.662316667,100606.8643,907898.5424,0,43,0.115961483,2.008173577,2.541218329,185.1170654,185.1175385,ESTIMATED,185.1189 m/z @11.73 [global_negative_BC00410_1.mzXML],185.1189238,11.73405,11.55411667,11.97671667,0.4226,81125.03906,644476.2104,0,29,0.112287434,1.57752965,1.717782378,185.1188202,185.1191254,ESTIMATED,185.1175 m/z @11.73 [global_negative_QC1_2.mzXML],185.117526,11.73223333,11.43598333,11.99756667,0.561583333,89833.07813,797816.6242,0,33,0.117138744,1.068666413,1.721959033,185.1173401,185.1176605,DETECTED,185.1177 m/z @11.72 [global_negative_QC1_1.mzXML],185.1176987,11.71605,11.53296667,12.05555,0.522583333,132309.4941,1012090.165,0,32,0.102359347,1.76286009,2.248010948,185.117569,185.1179047
70,152.883227,1.899416667,nan,,,,1,ESTIMATED,152.8830 m/z @1.92 [global_negative_AB02707_2.mzXML],152.8829763,1.921666667,1.608533333,2.41265,0.804116667,87599.14063,1789366.831,0,53,0.237048813,1.253382979,1.252072246,152.8827667,152.8831787,ESTIMATED,152.8831 m/z @1.91 [global_negative_BC00454_4.mzXML],152.883068,1.909766667,1.847733333,2.320983333,0.47325,37052.28125,392051.3025,0,31,0.155272055,3.598593118,4.613198714,152.8826904,152.8831482,DETECTED,152.8829 m/z @1.90 [global_negative_AB02720_2.mzXML],152.8829498,1.9027,1.618916667,2.428683333,0.809766667,96380.56038,1950167.56,0,53,0.325217189,1.292977965,1.415590815,152.882782,152.8831482,ESTIMATED,152.8845 m/z @1.92 [global_negative_BC00410_1.mzXML],152.8844501,1.91775,1.8611,2.207366667,0.346266667,67156.64063,807801.4791,0,25,0.200774413,3.056192998,4.95393747,152.8843536,152.8845062,ESTIMATED,152.8831 m/z @1.92 [global_negative_QC1_2.mzXML],152.8830589,1.920283333,1.861666667,2.3493,0.487633333,75814.17188,1149441.866,0,34,0.224389007,4.195522499,6.698513154,152.8829803,152.8831329,ESTIMATED,152.8829 m/z @1.82 [global_negative_QC1_1.mzXML],152.8828592,1.824333333,1.603966667,1.8693,0.265333333,79945.17969,736338.3902,0,17,0.153226341,0.602026925,0.217950073,152.8827667,152.8829346
71,311.221574,12.19974722,nan,,,,2,ESTIMATED,311.2211 m/z @12.28 [global_negative_AB02707_2.mzXML],311.2211212,12.28243333,12.11598333,12.4305,0.314516667,59317.47266,458633.4228,0,20,0.103694437,0.944778212,2.64347838,311.2209473,311.221283,ESTIMATED,311.2211 m/z @12.23 [global_negative_BC00454_4.mzXML],311.2210629,12.2324,12.14531667,12.45848333,0.313166667,42400.59375,281834.3694,0,19,0.094681608,2.061960288,2.183259671,311.2207947,311.2213135,DETECTED,311.2209 m/z @12.05 [global_negative_AB02720_2.mzXML],311.2209473,12.04715,11.89088333,12.37686667,0.485983333,83339.22701,1037119.975,0,31,0.295920644,1.554980802,2.235690779,311.2207642,311.2211914,ESTIMATED,311.2235 m/z @12.29 [global_negative_BC00410_1.mzXML],311.2235,12.2904,11.8857,12.40618333,0.520483333,46221.61719,588614.2088,0,34,0.22165119,0.643229977,0.384378318,311.2232971,311.2238464,DETECTED,311.2213 m/z @12.07 [global_negative_QC1_2.mzXML],311.221344,12.06613333,11.98021667,12.18481667,0.2046,44571.92042,350788.8621,0,13,0.132503576,1.190688652,1.381377304,311.2211609,311.2214355,ESTIMATED,311.2215 m/z @12.28 [global_negative_QC1_1.mzXML],311.2214688,12.27996667,12.13485,12.47185,0.337,105272.0938,900249.6736,0,22,0.110634465,1.161134719,1.458521223,311.2213135,311.2215881
72,448.3052432,11.77101667,nan,,,,3,ESTIMATED,448.3044 m/z @11.93 [global_negative_AB02707_2.mzXML],448.3044434,11.92883333,11.91313333,12.0077,0.094566667,3982.939697,14823.95499,0,7,0.072384077,3.011677282,5.023354565,448.3033752,448.305603,ESTIMATED,448.3048 m/z @11.67 [global_negative_BC00454_4.mzXML],448.3047994,11.66658333,11.5952,11.70198333,0.106783333,809.5263062,3315.116864,0,7,0.074156151,0.747957039,0.495914079,448.3040771,448.3052673,DETECTED,448.3045 m/z @11.67 [global_negative_AB02720_2.mzXML],448.3045349,11.67345,11.59361667,12.00066667,0.40705,64762.66864,525180.9978,0,27,0.114475764,2.392289941,2.098945759,448.3040771,448.3050842,ESTIMATED,448.3074 m/z @11.96 [global_negative_BC00410_1.mzXML],448.3074366,11.96143333,11.85505,12.14328333,0.288233333,7019.273926,63210.70452,0,20,0.170568631,1.354692151,1.841065224,448.3049266,448.3095093,DETECTED,448.3049 m/z @11.70 [global_negative_QC1_2.mzXML],448.3049316,11.69688333,11.6097,12.0999,0.4902,37988.61496,345671.3435,0,29,0.112326453,2.740025263,3.86623975,448.3044739,448.3052673,DETECTED,448.3053 m/z @11.70 [global_negative_QC1_1.mzXML],448.3053131,11.69891667,11.63071667,12.08721667,0.4565,63044.50346,506368.7816,1,28,0.096557245,3.263443176,4.763021474,448.3043823,448.3059387
